ID,SourceText,TranslatedText
719,,戰爭集結地
720,,帝國軍隊集結！戰爭集結地可以當作快速的軍團訓練建築使用，但極其容易被摧毀\r\n- 第一個集結地在城堡時代解鎖
721,,集結點
722,,帝國軍隊集結！戰爭集結地可以當作快速的軍團訓練建築使用，但極其容易被摧毀\r\n- 第二個集結地在帝王時代解鎖
723,,帝國軍隊集結！戰爭集結地可以當作快速的軍團訓練建築使用，但極其容易被摧毀\r\n- 第三個集結地擁有3個以上露天礦場時解鎖
724,,帝國軍隊集結！戰爭集結地可以當作快速的軍團訓練建築使用，但極其容易被摧毀\r\n- 第四個集結地通過建造說書人巴拉鼓地標解鎖
725,,dummy
726,,可生產忍者破壞單位，擅長偵察、破壞和暗殺，完成後生成一個忍者\r\n- 達到帝王時代後，解鎖大型箭塔的特殊旗本武士生產
727,,在戰場上動員一個僧兵
728,,僧兵
729,,需要甲賀城鎮地標進行基礎解鎖
730,,建造種子島槍匠地標來選擇此旗本武士訓練
731,,建造烏城地標來選擇此旗本武士訓練
732,,動員5個動員兵
733,,花費200橄欖油使得鄰近的部隊在10秒內快速恢復生命值，冷卻時間25秒
734,,聖水 
735,,可以從任何致命攻擊中存活下來的超重裝騎兵，造成範圍碾壓傷害
736,,鐵浮圖
737,,3
738,,3個拜占庭聖騎兵
739,,3個瓦蘭吉衛隊
740,,3個邊防軍
741,,訓練由2個裝甲步兵、2個弓弩兵和2個皇家騎士組成的貞德的支持者
742,,貞德的支持者
743,,重型火藥遠程步兵
744,,法蘭西火藥專家\r\n- 可以維修戰場上損壞的攻城武器\r\n- 提供火藥部隊強化光環
745,,軍械總管
746,,硬木柵欄和強化木城門的火焰護甲 +%1%
747,,阻燃處理
748,,葉卡捷琳娜
749,,創新的野戰武器，可發射一連串火箭來破壞防禦陣地及成群的敵軍部隊\r\n+ 有效對付成群結隊的敵人\r\n+ 傷害不會衰減\r\n+ 可部署在石墻上\r\n- 必須部署才能開火
750,,可作為大型箭塔使用，裝備4座加農炮炮臺，並擁有更高的生命值。\r\n\r\n可解鎖石墻，石墻城門和石墻塔建築，以及獨特的火箭炮英雄
751,,只能訓練1個葉卡捷琳娜
752,,近衛西帕希騎兵
753,,晉升
754,,晉升這個長矛騎兵成為近衛西帕希騎兵
755,,近衛西帕希騎兵
756,,為軍事學校提供可以生產蘇丹親兵和長矛騎兵的能力，並將精銳長矛騎兵晉升為近衛西帕希騎兵
757,,訓練由6個皇宮衛兵組成的禦林軍
758,,禦林軍
759,,曼薩自由民騎兵
760,,意大利傭兵
761,,羅馬官員，可提供農民工作效率10%%的光環
762,,執政官
763,,執政官限製訓練2個
764,,鼓風爐
765,,解鎖最多訓練 %1% 個的執政官
766,,火槍兵成本 -35%%，但是生命值 -20%%
767,,火藥帝國
768,,長槍兵
769,,長槍兵
770,,步兵科技
771,,近戰步兵生命值 +%1%
772,,動員令
773,,禁軍
774,,使用各種各樣的武器進行戰鬥的皇帝直屬精銳部隊
775,,禁軍
776,,動員10名禁軍前往戰鬥，他們使用火槍、長矛以及刀劍進行戰鬥
777,,最多可以建造1個
778,,可在此地生產鐘樓攻城器以及皇宮禁軍軍團
779,,幕府將軍
780,,強大的日本軍事領導人，可造成範圍傷害
