ID,SourceText,TranslatedText
596,,"Fungiert als Kaserne, die Einheiten %1%%% schneller und %2%%% billiger produziert, Forschungstechnologie %3%%% schneller, kann hier Legion und Legion Commander produzieren."
599,,Technologie des Golden Horn Tower
600,,"Infanterie und Kataphrakt regenerieren alle %2% Sekunden +%1% Gesundheit, wenn sie sich außerhalb des Kampfes befinden."
601,,Erhöht die Reichweite von Fernkampfeinheiten um +%1%.
602,,Loyalität
603,,Logistik
604,,Felgana Pferd
605,,"Produziert in regelmäßigen Abständen kostenlos freigeschaltete Söldnereinheiten, stellt neue Einheiten für die Bogenschießreichweite im Kaiserzeitalter bereit. \r\n\r\nDer Wert der produzierten Einheiten steigt innerhalb des Einflussbereichs einer Zisterne."
606,,Tarkan
607,,Kavalleriekampf mit Brennende Fackel \r\n+ Verursacht Flächenschaden \r\n+ Hohe Fernkampfrüstung \r\n- Schwach im Nahkampf
608,,Fackel
609,,"Kavallerie Gesundheit +%2%, Erhöht die Reichweite von Mangudai und Khan um +%1%."
610,,Mangudai-Technologie
611,,"Produziert das Gokenin-Regiment mit 5 Samurai und 1 Katana-Bannerträger, wenn die Bannerman-Bevölkerung das Limit erreicht, produziert 6 Samurai."
612,,Gokenin-Regiment
613,,"Produziert Kasernen- und Bogenschießstandeinheiten %1% auf einmal. Die Stückkosten werden in Gold umgewandelt und um -%2%%% reduziert. \r\n- Kann Farimba %1% auf einmal produzieren, mit einer Kostenreduzierung von 20%% \r\n- Schaltet die Farimba-Ausbildung im Kriegssammelbereich frei"
614,,Die Einkommensrate für Relikte steigt auf +%1%%%
615,,Reliquiar
617,,Produkt alle Einheiten und Legion.
618,,Posthaus
620,,Maximale Anzahl an Upgrades (4) erreicht.
621,,"Produziert buddhistische Mönche und Sohei und enthält einzigartige buddhistische Technologien. Buddhistische Mönche unterstützen im Kampf, indem sie den Schaden von Gegnern mit Soheis Sutra verringern und den Schaden von Verbündeten mit Buddhistische Konversion erhöhen. \r\n\r\nErmöglicht auch den Bau von %1% zusätzlichen buddhistischen Tempeln."
622,,"Produziert den buddhistischen Mönch und Sohei und beherbergt einzigartige buddhistische Technologien. Ab dem Burgzeitalter (III) können religiöse Einheiten Relikte aufheben und sie in diesem Gebäude platzieren, um Gold zu generieren."
627,,"Ninja-Meister teilten ihre Praxis, dass Infanterie-Leben +15 %% und Schaden +10 %%"
628,,Übung
629,,Infanterietechnik
630,,"Kann Shinobi-Spionageeinheiten hervorbringen, die sich auf Aufklärung, Sabotage und Attentate spezialisiert haben. Stellt die Produktion eines kostenlosen Shinobi in die Warteschlange, wenn er fertig ist. \r\n\r\nIm Kaiserzeitalter teilten die Shinobi ihre Praxis, dass Infanterie +15 % LP und +10 % Schaden verursacht."
631,,Der Landsknecht verursacht bei einer erfolgreichen Aufladung doppelten Schaden.
635,,Produziert dreitausend Divisionen aus 2 imperialen Wachen und 4 Lanzenträgern.
636,,Produziert die Divine Engine Division mit 4 Schrotschützen und 1 Bombarde.
643,,"Garnison in einem militärischen Produktionsgebäude, um neu ausgebildeten Einheiten +%1%%% Gesundheit zu gewähren. Kann nicht in Docks und Festungen garnisoniert werden."
644,,Kommandantur
645,,"Feuert eine Handfeuerwaffe mit großer Reichweite ab und fügt Handfeuerwaffen-Pfeilschlitze hinzu, während er in Garnison steht. \r\n\r\n- 3 Konstruktionsgrenzen."
647,,Schwere Fernkampfinfanterie
648,,Farariya
649,,"Elite-Handkanonenschütze des malischen Imperiums. r\n\r\n- Es ist keine Bevölkerung erforderlich, Maximal 10"
650,,"Imperium Expandiert auf Lv1 (1 offene Grube), kann jetzt 2 Farariya unterstützen. \r\n- Kann nicht wieder spawnen, wenn Wachen vorhanden sind."
651,,Goldenes Imperium Wächter Lv1
652,,"Kann nicht wieder spawnen, wenn Wachen vorhanden sind."
653,,"Imperium Erweitert sich auf Lv2 (2 offene Gruben), kann jetzt 4 Farariya unterstützen. \r\n- Kann nicht wieder spawnen, wenn Wachen vorhanden sind."
654,,"Imperium Expandiert auf Lv3 (3 offene Gruben), kann jetzt 7 Farariya unterstützen. \r\n- Kann nicht wieder spawnen, wenn Wachen vorhanden sind."
655,,"Imperium Erweitert sich auf Lv4 (4 offene Gruben), kann jetzt 10 Farariya unterstützen. \r\n- Kann nicht wieder spawnen, wenn Wachen vorhanden sind."
656,,Goldener Imperium-Wächter Lv2
657,,Goldenes Imperium Wächter Lv3
658,,Goldener Imperiumswächter Lv4
659,,Mobilisiert 1 Ozutsu.
660,,Mobilisiere 1 Shinobi.
661,,Shinobi
662,,Ozutsu
663,,Brauche ein Wahrzeichen.
664,,Ich brauche die Abtei der Könige.
665,,"Produziert Wyngarde-Artillerie bestehend aus 3 Mann-Waffen, 3 Handfeuerschützen und 1 Ribauldequin."
666,,Wyngarde-Artillerie
669,,Flammenwerfer
670,,"Die griechischen Krieger, die die brennende Keramikflasche werfen. \r\n+ Verursacht Feuerschaden bei mehreren Feinden \r\n+ Verursachen einen brennenden Feind in der Dauer \r\n- Verwundbar auf kurze Distanz"
671,,"Gebt 200 Gold aus, damit sich Einheiten in der Nähe innerhalb von 10 Sekunden schnell regenerieren können."
672,,"Gebt 200 Gold aus, um Einheiten in der Nähe innerhalb von 15 Sekunden angreifen zu lassen."
678,,Erhöht die Rüstung von Sofa- und Kamelreitern um +%1%.
679,,Phalangit
680,,Elite-Waffenkämpfer mit größerer Angriffsreichweite. \r\n+ Große Reichweite \r\n+ Bonusschaden für Elefanten \r\n+ Geringerer Angriff als Waffenkämpfer\r\n- Kann Ruinen des Imperiums ausgraben
681,,Mongolischer Militärkommandant.\r\n+ Die mobile Kurultai-Aura kann durch die Darughachi-Systemtechnologie bei Kurultai freigeschaltet werden
682,,Noyan
683,,Brauche Kurultai Landmark.
684,,Das Zentrum der Hauptstadt stellt 1 % der Steinressourcen pro Minute bereit.
685,,Waffe
686,,Berechnen
687,,"Mongolen Kavallerie Bogenschützen, die den Chinesen dienen, um zu leben."
688,,"Mongolen Kavallerie Bogenschützen, die den Russen dienen, um zu leben."
689,,"Mongolen Kavallerie, die den Russen dienen, um zu leben, können in jeder Umgebung hartnäckig kämpfen und sich passiv erholen."
690,,Mitglied der Mächtigen Orden mit extrem hoher Rüstung. \r\n- Schwächer im Burgzeitalter und stärker im Kaiserzeitalter \r\n- Langsame Geschwindigkeit
691,,Mächtiges Ordensmitglied mit verheerender Ladung. \r\n+ Der Ladungsschaden erhöht sich mit der Entfernung \r\n- Wird von Armbrustschützen und Speerkämpfer gekontert
692,,Mitglied des Mächtigen Ordens mit geringer Rüstung und passiver Wiederherstellungsfähigkeit. \r\n+ Regeneration \r\n- Schwache Rüstung \r\n- Wird von Armbrustschützen und Speerkämpfer gekontert
693,,Mitglied des Mächtigen Ordens mit geringer Rüstung und passiver Wiederherstellungsfähigkeit. \r\n+ Regeneration \r\n- Schwache Rüstung \r\n- Wird von Armbrustschützen und Speerkämpfer gekontert
694,,Mitglied des Mächtigen Ordens mit geringer Rüstung und passiver Wiederherstellungsfähigkeit. \r\n+ Regeneration \r\n- Schwache Rüstung \r\n- Wird von Armbrustschützen und Speerkämpfer gekontert
695,,"Ein Spionage-Landmark mit einem Sichtradius von %1% und der Fähigkeit Imperiale Spione. Aktivieren, um den Standort der gegnerischen Arbeiter für %2% Sekunden anzuzeigen. \r\n- Kann einzigartige Legion produzieren. \r\n- Imperiale Beamte können in diesem Gebäude Steuern abgeben."
696,,Erhöht den Sturmschaden von Kavallerie um +12.
697,,Verheerende Ladung
698,,Befördert Lanzenreiter zu einem Kapikulu Sipahi.
699,,Bohrung
700,,Gbara
701,,Elefant des Mansabdar-Turms
702,,Mansabdar-System
703,,"wertet Sultans Elite-Turmelefant auf Mansabdar-Turmelefant auf, erhaltet +5 Fernkampfschaden und +90 gegen Gebäudeschaden."
704,,Kronen-Technologie
705,,Paroikoi
706,,Infanterietechnik
707,,Ton-tugui System
708,,"Erhöht die Gesundheit, den Schaden und den Fackelschaden von Donso, Speerwerfer, Musofadi-Krieger, Bogenschütze und Farimba Mansa um %1%%%."
709,,Seiden-Schnüre
710,,Teppou Bannerman
711,,Yabusame Bannermann
712,,Oprichnik
713,,Schwere Nahkampfinfanterie
714,,"Zarenschergen mit riesigen sichelförmigen Äxten, um alles wegzufegen, geringerer Angriff, kann aber vollen Flächenschaden verursachen. \r\n- Hoher Bonusschaden an leichten Einheiten und Arbeitereinheiten \r\n- Verstärkte Berührung"
715,,Erhöht die Angriffsreichweite von Palastwachen und schwerer Kavallerie um +%1%.
716,,Krieger-Code
717,,Rekrut
718,,"Rekruten von führen die Kharash-Taktik aus, billig und zuverlässig \r\n- Hohe Reichweite \r\n- Kann Belagerungswaffen reparieren und Befestigungen bauen \r\n- Kann Mauern direkt angreifen \r\n- Hohe Regeneration"
719,,Versammlungsplatz für den Krieg
720,,"Imperiale Legion versammelt euch! Der Kriegssammelplatz kann als schnelles Regionstraining genutzt werden, ist aber extrem leicht zu zerstören. \r\n- Produziert Farimba, wenn die Farimba-Garnison gebaut wird \r\n- Der erste Kriegssammelplatz wird im Burgzeitalter freigeschaltet"
721,,Bereitstellungsraum
722,,"Imperiale Legion versammelt euch! Der Kriegssammelplatz kann als schnelles Regionstraining genutzt werden, ist aber extrem leicht zu zerstören. \r\n- Produziert Farimba, wenn die Farimba-Garnison gebaut wird \r\n- Der Versammlungsplatz des Zweiten Krieges wird im Kaiserzeitalter freigeschaltet"
723,,"Imperiale Legion versammelt euch! Der Kriegssammelplatz kann als schnelles Regionstraining genutzt werden, ist aber extrem leicht zu zerstören. \r\n- Produziert Farimba, wenn die Farimba-Garnison gebaut wird \r\n- Der Versammlungsplatz des Dritten Krieges wird im Kaiserzeitalter freigeschaltet"
724,,"Imperiale Legion versammelt euch! Das Kriegssammelgebiet kann als schnelles Regionstraining genutzt werden, ist aber extrem leicht zu zerstören. \r\n- Produziert Farimba, wenn die Farimba-Garnison gebaut wird \r\n- Das vierte Kriegssammelgebiet wird mit Griot Bara freigeschaltet"
725,,Attrappe
726,,"Kann Shinobi-Spionageeinheiten hervorbringen, die sich auf Aufklärung, Sabotage und Attentate spezialisiert haben. Stellt die Produktion eines kostenlosen Shinobi nach Abschluss in die Warteschlange. \r\n- Schaltet die spezielle Bannerman-Produktion von Shogun frei, wenn das Kaiserzeitalter erreicht ist"
727,,Mobilisiert 1 Sohei.
728,,Sohei
729,,Brauchst Koka Township Landmark zum Freischalten.
730,,"Baut das Wahrzeichen des Waffenschmieds von Tanegashima, um diesen Bannerträger auszuwählen."
731,,"Baut das Schloss der Krähe, um diesen Bannerträger auszuwählen."
732,,Mobilisiere 5 Rekruten.
733,,"Gebt 200 Olivenöl aus, damit sich Einheiten in der Nähe innerhalb von 10 Sekunden schnell regenerieren können, Abklingzeit 25 Sekunden."
734,,Weihwasser
735,,"Hyperschwere Kavallerie, Kann jeden tödlichen Angriff überleben, Verursacht Trampling-Schaden."
736,,Eiserne Pagode
737,,3
738,,3 Katarakte
739,,3 Waräger-Wachen
740,,3 Limitanei
741,,"Produziert Jeannes Unterstützer von 2 Waffenknechten, 2 Arbalétrier und 2 Königlichen Rittern."
742,,Jeannes Unterstützer
743,,Schwere Fernkampf-Schießpulver-Infanterie
744,,Schießpulvermeister von Frankreich \r\n- Kann kaputte Belagerungswaffen reparieren \r\n- Schießpulvereinheiten eine stärkende Aura verleihen
745,,Meister der Ordnance
746,,Erhöht die Feuerrüstung von Befestigte Palisadenmauer und -tor um +%1%.
747,,Feuerhemmende Handhabung
748,,Ekaterina
749,,"Feuert mehrere Projektile ab, die in einem Bereich Schaden verursachen. \r\n+ Effektiv gegen massierte Einheiten \r\n+ Kann auf Steinmauern eingesetzt werden \r\n+ Schaden wird nicht abgebaut \r\n+ Langsame Regeneration"
750,,"Fungiert als Burg mit 4 Kanonenstellungen und erhöhter Gesundheit. \r\n\r\nSchaltet das Gebäude von Steinmauern, Steintoren und Steinmauertürmen frei. und einzigartiger Raketenwerfer-Held"
751,,Kann nur 1 Ekaterina trainiert werden.
752,,Kapikulu Sipahi
753,,Beförderung
754,,Befördert diesen Lancer zu einem Kapikulu Sipahi
755,,Kapikulu Sipahi
756,,"Rüstet Militärschulen mit der Fähigkeit aus, Lanzenreiter und Janitscharen hervorzubringen. Befördert den Elite-Lancer zum Kapikulu Sipahi."
757,,Produziert die Kaiserliche Garde von 6 Palastwachen.
758,,Imperiale Garde
759,,Mansa Freeborn Reiter
760,,Italienischer Söldner
761,,"Römischer Beamter, der Aura verleihen kann, um die Effizienz des Bauern um 10%% zu verbessern"
762,,Logotheten
763,,Es können nur 2 Logotheten ausgebildet werden.
764,,Hochofen
765,,Schalte Logotheten mit %1% Trainingslimit frei.
766,,Die Kosten für den Handkanonieren -25%.
767,,Schießpulver-Imperium
768,,Pikenier
769,,Pikenier
770,,Infanterietechnik
771,,Erhöht die Gesundheit von Nahkampfinfanterie um +%1%.
772,,Wehrpflicht
773,,Verbotene Armee
774,,"Elitearmee direkt unter dem Imperator, die eine Vielzahl von Waffen zum Kämpfen einsetzt. \r\n+ Speerkämpfer Verbotenen Armee mit großer Angriffsreichweite \r\n+ Handkanonenwerfer Verbotenen Armee langlebiger als Handkanonenwerfer \r\n+ Schwertkämpfer Verbotenen Armee kann Fernkampfschaden um einen Prozentsatz reduzieren"
775,,Verbotene Armee
776,,"Mobilisiere 10 Verbotene Armeen in den Krieg, sie benutzen Handfeuerwaffen, Speere und Schwerter zum Kämpfen."
777,,Es kann maximal 1 Stück gebaut werden.
778,,Erlauben Sie zu Produkten Uhrturm Einheiten und Kaiserpalast Verbotene Armee Legion.
779,,Shogun
780,,"Mächtige japanische Militärführer, Flächenschaden verursachen."
781,,Produziert Hussitenaufstand bestehend aus 3 Armbrustschützen und 3 Hellebarden. Diese hussitischen Krieger können auf dem Schlachtfeld hussitische Wagen bauen.
782,,Hussitenaufstand
783,,Disziplin
784,,Aufstand
785,,Im ganzen Reich ist ein Aufstand ausgebrochen! Schalte die Legion des Hussitenaufstand frei. Die Technologie der Disziplin kann nicht mehr erforscht werden.
786,,"Stelle ein stehendes Heer des Reichs auf, Schalte die Legion der Ungarischen Schwarzen Armee frei. Die Technologie der Aufstand kann nicht mehr erforscht werden."
787,,Hussitenwagen
788,,"Hussitische Verteidigungswaffe, ausgestattet mit 2 feuerbaren Handkanonen. \r\n+ Kann gleichzeitig rammen und mit mobilen Handkanonen feuern. \r\n- Zerbrechlicher als ein normaler Rammbock. \r\n- Erfordert 1,5 Einwohner"
789,,Zamburakchi
790,,"Kamelreiter mit Zamburak-Kanone, die Granaten mit Flächenwirkung aus mittlerer Entfernung abfeuert \r\n+ Zusätzlicher Schaden an Gebäuden und Belagerungswaffen \r\n+ Hohe Mobilität \r\n- Langsame Feuerrate und relativ zerbrechlich"
791,,"Bildet automatisch Turm-Kriegselefanten aus. Quartieren Sie bis zu %1% Gelehrte im Wahrzeichen ein, um die Produktionsrate zu erhöhen. Schalte Devastator frei."
792,,"Belagerungsmonster, an das Dröhnen der Artillerie angepasst. Feuert Granaten mit Flächenwirkung aus mittlerer Entfernung ab. \r\n+ Zusätzlicher Schaden an Gebäuden und Belagerungswaffen \r\n+ Hohe Mobilität \r\n- Langsame Feuerrate und relativ zerbrechlich"
793,,Devastator
794,,Erhöht die Bewegungsgeschwindigkeit von Belagerungsmaschinen um %1%%% und schaltet Elitekrieger für deine Dynastie frei
795,,Entriegelung Technologie
796,,Devastator-Training
797,,Schaltet Devastator für Festungen frei.
798,,Mediterraner Kompaktbau
799,,Schaltet Flammenwerfer und italienischen Söldner für Bogenschießplatz frei.
800,,"Englischer Kommandant, der das mobile Netzwerk der Zitadellen-Aura bereitstellen kann."
801,,Earl Marshal
802,,Legionskommandant
803,,Darughachi-System
804,,Schaltet die Kurultai-Aura für Noyan frei.
805,,Produziert Wyngarde Yeoman aus 6 Yeomen
806,,Produziert Wyngarde Huskarl aus 3 Schwere Speerkämpfer und 3 Earls Garde
807,,Produziert Wyngarde-Ritter aus 2 Ritter und 4 Demilanzer
808,,Wyngarde-Ritter
809,,"Großmeister der Templer. Was ihn nicht tötet, macht ihn stärker."
810,,Großmeister
811,,Kardinal
812,,"Elite-Kavallerie der Malier aus Freeborn, Kampf mit Speer\r\n- Anti-Fernkampf\r\n- Geringer Schaden"
813,,Königreich Ungarn
814,,Böhmischer Aufstand
815,,Regnum Teutonicum
816,,Polnisch-Litauische Union
817,,"Ungarn ist auf der Suche nach neuer Militärmacht zur Verteidigung gegen heidnische Invasionen und kann zu einem niedrigen Preis Elitetruppen des Drachenordens einsetzen.\r\n- Schaltet frei: Walachische Ritter, Kumanischer Söldner, Ungarische Schwarze Armee"
818,,"Der Aufstand ist in Böhmen ausgebrochen! Die Hussiten sind geschickt darin, die Wagenburg-Taktik einzusetzen, um ihre eigenen Schwächen auszugleichen.\r\n- Schaltet frei: Hussitenaufstand, Hussitengeneral"
819,,"Die Deutschland bildeten das Rückgrat des reich und auch die Deutscher Orden waren bereit, dem Reich zu dienen.\r\n- Schaltet frei:  Deutscher Orden, Reiter"
820,,"Polen war bereit, dem Reich teure und hochwertige Kavallerie zur Verteidigung gegen die Heiden zur Verfügung zu stellen\r\n- Schaltet frei: Szlachta, Leitis"
821,,Produziert Kumanischer Söldner aus 6 Berittene Bogenschützen
822,,Produziert Leitis aus 6 Leitis-Kavallerie
823,,Produziert Szlachta aus 6 Szlachta-Kavallerie
824,,Produziert Walachische Ritter aus 6 Vergoldeter Ritter
825,,Walachische Ritter
826,,Kumanischer Söldner
827,,Szlachta
828,,Leitis
829,,Produziert Templerorden aus 6 Templerbrüder
830,,Produziert Templerorden aus 6 Templerbrüder
831,,Produziert Byzantinisch Alliierte aus 6 Flammenwerfer
832,,Produziert Burgundische Alliierte aus 6 Berittener Armbrustschützen
833,,Produziert Turkopolen aus 4 Sipahis und 2 Akinjis
834,,Turkopolen
835,,Burgundische Alliierte
836,,Templerorden
837,,Byzantinisch Alliierte
838,,"Litauische Elite-Kavallerie, zerbrechlich, aber tödlich\r\n- Siege Damage"
839,,Leitis-Kavallerie
840,,Produziert Reiter. Das Maximum an Reiter beträgt 20.
841,,Hussitengeneral
842,,Hussitengeneral
843,,Wagenburg-Taktiken
844,,Ruine des Vergessenen Imperiums: Kann kontinuierlich Steinressourcen erhalten.\r\n- Kann nur 1 Ruine ausgraben\r\n- Teuer und zerbrechlich
845,,Ruine des Imperiums
846,,Ruine des Imperiums
847,,"Gebt 500 Olivenöl aus, damit sich Einheiten in der Nähe innerhalb von 10 Sekunden schnell regenerieren können, Abklingzeit 30 Sekunden."
848,,Feudum
849,,Ein ausgeklügeltes Feudalsystem ermöglicht den schnellen Einsatz der Lancaster-Lords durch Festungen an der Front.
850,,Wächter des Heiligen Landes
851,,"Produziert Wächter des Heiligen Landes aus 4 Man-at-Arms, 2 Veteran Hospitalitern und 1 Deutschritter"
852,,"Sultan Elephant kann die Ruinen des Imperiums nicht ausgraben, dies muss von Phalangit erledigt werden."
853,,"Produziert Wyngarde-Ritter aus 1 Wyngarde-Ritter, 1 Chevaucher, 2 Demilancer und 3 Hobelars"
854,,Wyngarde-Ritter
855,,"Ein furchterregendes Riesen-Trebuchet, im Namen Gottes, es wird den Feind mit Sicherheit treffen, bringt tödlichen Schwefelregen zum Feind."
856,,Ludgar
857,,Gottes eigenes Katapult
858,,"Ein furchterregendes Riesen-Trebuchet, im Namen Gottes, es wird den Feind mit Sicherheit treffen."
859,,"Mächtiger Ritter. Erhalte Bonusschaden durch die Festungen."
860,,Schlechter Nachbar
